symbol	cate	logFC	sign	adj.P.Val
Cklf	X48H - S48H	3.2512	Up	5.5006e-06
Usp1	X48H - S48H	1.1138	Up	5.5402e-06
Zmat3	X48H - S48H	1.0938	Up	5.6859e-06
2610020H08Rik	X48H - S48H	1.7725	Up	5.7376e-06
AI848100	X48H - S48H	1.3718	Up	5.7491e-06
Kctd3	X48H - S48H	1.4444	Up	5.9218e-06
Csrp1	X48H - S48H	1.6353	Up	5.956e-06
Ehd4	X48H - S48H	1.1195	Up	6.0656e-06
Dzip3	X48H - S48H	1.321	Up	6.4015e-06
Spdef	X48H - S48H	11.3778	Up	6.6801e-06
2610528E23Rik	X48H - S48H	1.1196	Up	6.6835e-06
Maged2	X48H - S48H	1.3171	Up	6.7213e-06
Pbx3	X48H - S48H	1.4773	Up	7.0682e-06
Sgol2	X48H - S48H	7.9087	Up	7.0693e-06
Ciapin1	X48H - S48H	1.0637	Up	7.4021e-06
Mdm4	X48H - S48H	1.3044	Up	7.5998e-06
Gramd1a	X48H - S48H	1.0036	Up	7.8483e-06
Dynll1	X48H - S48H	1.3953	Up	7.8934e-06
Gm10093	X48H - S48H	1.1078	Up	8.0585e-06
Zfp958	X48H - S48H	1.111	Up	8.1722e-06
Rbmx	X48H - S48H	1.2392	Up	8.238e-06
Lin37	X48H - S48H	1.1737	Up	8.4119e-06
Tmprss2	X48H - S48H	1.4711	Up	8.6597e-06
Fam110a	X48H - S48H	2.3639	Up	8.9976e-06
Ptgfrn	X48H - S48H	1.3576	Up	9.3188e-06
Gm4353	X48H - S48H	1.6663	Up	9.33e-06
1110054O05Rik	X48H - S48H	1.058	Up	9.6502e-06
2610034B18Rik	X48H - S48H	1.11	Up	9.6825e-06
Ccne1	X48H - S48H	2.9961	Up	9.9741e-06
Frmd8	X48H - S48H	1.1838	Up	0
Mphosph6	X48H - S48H	1.2287	Up	0
Cyp4a31	X48H - S48H	2.7015	Up	0
Ccdc163	X48H - S48H	1.3133	Up	0
Srsf3	X48H - S48H	1.022	Up	0
Gm15452	X48H - S48H	1.8806	Up	0
Zswim3	X48H - S48H	1.6617	Up	0
Car2	X48H - S48H	1.3926	Up	0
Casc5	X48H - S48H	6.9715	Up	0
Kctd17	X48H - S48H	1.4434	Up	0
Acacb	X48H - S48H	-1.7319	Down	0
Recql4	X48H - S48H	1.7967	Up	0
Fbn1	X48H - S48H	1.8856	Up	0
Fam132b	X48H - S48H	11.3154	Up	0
Rdh9	X48H - S48H	1.5418	Up	0
Pars2	X48H - S48H	1.3161	Up	0
Pdp1	X48H - S48H	1.7264	Up	0
Nup62	X48H - S48H	1.0404	Up	0
Gtdc1	X48H - S48H	1.1289	Up	0
Gm7729	X48H - S48H	1.0935	Up	0
Lhpp	X48H - S48H	1.194	Up	0
Nid1	X48H - S48H	2.0848	Up	0
Fgd1	X48H - S48H	2.3904	Up	0
Wdr90	X48H - S48H	1.4961	Up	0
Col1a1	X48H - S48H	3.1992	Up	0
Gm6104	X48H - S48H	1.1322	Up	0
Nmral1	X48H - S48H	1.1429	Up	0
Orc6	X48H - S48H	1.2244	Up	0
Ccl9	X48H - S48H	1.4121	Up	0
Tpm4	X48H - S48H	1.4196	Up	0
Lect2	X48H - S48H	1.0107	Up	0
Wdr44	X48H - S48H	1.2012	Up	0
Gm14730	X48H - S48H	1.0115	Up	0
1110021J02Rik	X48H - S48H	1.1234	Up	0
Zfp7	X48H - S48H	1.4676	Up	0
Txndc5	X48H - S48H	1.1231	Up	0
Meis1	X48H - S48H	1.2278	Up	0
Hamp2	X48H - S48H	-3.4171	Down	0
Sap30	X48H - S48H	1.227	Up	0
Sult1a1	X48H - S48H	1.0454	Up	0
Fancf	X48H - S48H	1.2333	Up	0
Ptpru	X48H - S48H	2.2007	Up	0
Exosc8	X48H - S48H	1.3026	Up	0
Exog	X48H - S48H	1.813	Up	0
Frzb	X48H - S48H	1.9211	Up	0
Med18	X48H - S48H	1.0028	Up	0
Morf4l2	X48H - S48H	1.1186	Up	0
Xrcc1	X48H - S48H	1.1168	Up	0
Ccdc66	X48H - S48H	1.181	Up	0
Slc6a8	X48H - S48H	1.0273	Up	0
4930452B06Rik	X48H - S48H	2.7712	Up	0
Epm2a	X48H - S48H	-1.3683	Down	0
Dot1l	X48H - S48H	1.0947	Up	0
Spon2	X48H - S48H	1.9644	Up	0
Ccdc15	X48H - S48H	2.1115	Up	0
Akr1b3	X48H - S48H	1.3932	Up	0
AI846148	X48H - S48H	1.0621	Up	0
4831426I19Rik	X48H - S48H	1.5673	Up	0
Scml2	X48H - S48H	12.0805	Up	0
Pgm1	X48H - S48H	1.1439	Up	0
Inmt	X48H - S48H	-3.0658	Down	0
Cdc25a	X48H - S48H	1.5565	Up	0
Hist2h2be	X48H - S48H	1.5658	Up	0
Tube1	X48H - S48H	2.2214	Up	0
Apaf1	X48H - S48H	1.6731	Up	0
Pask	X48H - S48H	1.8688	Up	0
Gm1866	X48H - S48H	1.0411	Up	0
Trim59	X48H - S48H	6.4798	Up	0
Synpo	X48H - S48H	1.7779	Up	0
Gm5593	X48H - S48H	13.7268	Up	0
Bach2	X48H - S48H	-1.4578	Down	0
Unkl	X48H - S48H	1.0075	Up	0
Pla2g12a	X48H - S48H	1.1599	Up	0
Gm10357	X48H - S48H	3.2365	Up	0
Idh3a	X48H - S48H	1.0814	Up	0
Ctps2	X48H - S48H	1.121	Up	0
Fancm	X48H - S48H	1.0237	Up	0
Espl1	X48H - S48H	5.9881	Up	0
Keg1	X48H - S48H	-2.2831	Down	0
C1qtnf6	X48H - S48H	1.8776	Up	0
Slc30a3	X48H - S48H	3.1795	Up	0
Ncapd3	X48H - S48H	1.3879	Up	0
1700001L05Rik	X48H - S48H	1.8775	Up	0
Htatip2	X48H - S48H	1.0733	Up	0
4930522L14Rik	X48H - S48H	1.2984	Up	0
Oat	X48H - S48H	1.4088	Up	0
Rpl22l1	X48H - S48H	1.1224	Up	0
Taf1d	X48H - S48H	1.0895	Up	0
Nuf2	X48H - S48H	7.4874	Up	0
Golt1b	X48H - S48H	1.5745	Up	0
Nipa1	X48H - S48H	1.5277	Up	0
A130022J15Rik	X48H - S48H	1.086	Up	0
Morc4	X48H - S48H	1.7384	Up	0
Pga5	X48H - S48H	-6.1775	Down	0
Rgs12	X48H - S48H	1.794	Up	0
Chrnb2	X48H - S48H	-1.923	Down	0
Ccdc46	X48H - S48H	6.6333	Up	0
Ngfrap1	X48H - S48H	2.109	Up	0
Pola2	X48H - S48H	1.136	Up	0
Aim1	X48H - S48H	1.3294	Up	0
Pigf	X48H - S48H	1.007	Up	0
Tmem98	X48H - S48H	1.0638	Up	0
Cc2d2a	X48H - S48H	2.3086	Up	0
Mesdc1	X48H - S48H	1.2606	Up	0
Eda2r	X48H - S48H	3.0205	Up	0.0001
Tnfrsf12a	X48H - S48H	2.0384	Up	0.0001
Lrit2	X48H - S48H	-2.12	Down	0.0001
Gm6788	X48H - S48H	1.4751	Up	0.0001
Kif18a	X48H - S48H	5.6286	Up	0.0001
Ttl	X48H - S48H	1.0496	Up	0.0001
Hspb6	X48H - S48H	1.0981	Up	0.0001
Intu	X48H - S48H	1.2195	Up	0.0001
Isyna1	X48H - S48H	1.655	Up	0.0001
Haus4	X48H - S48H	1.5059	Up	0.0001
Pbk	X48H - S48H	7.1338	Up	0.0001
Syt12	X48H - S48H	2.5216	Up	0.0001
Cenpe	X48H - S48H	6.8937	Up	0.0001
Siah1b	X48H - S48H	1.5211	Up	0.0001
Slc1a4	X48H - S48H	1.9256	Up	0.0001
Tlr6	X48H - S48H	4.9653	Up	0.0001
Arhgap18	X48H - S48H	1.3309	Up	0.0001
Rbmx2	X48H - S48H	1.7868	Up	0.0001
Nphp3	X48H - S48H	1.1341	Up	0.0001
Pola1	X48H - S48H	1.5561	Up	0.0001
9430015G10Rik	X48H - S48H	1.5317	Up	0.0001
Epdr1	X48H - S48H	2.7117	Up	0.0001
Olig1	X48H - S48H	2.2267	Up	0.0001
Cchcr1	X48H - S48H	1.3249	Up	0.0001
Aurkb	X48H - S48H	6.7669	Up	0.0001
Plekhm3	X48H - S48H	1.4427	Up	0.0001
Gm11843	X48H - S48H	2.5388	Up	0.0001
Zfp41	X48H - S48H	1.9959	Up	0.0001
Paox	X48H - S48H	-1.0717	Down	0.0001
Tonsl	X48H - S48H	1.8071	Up	0.0001
Trpc2	X48H - S48H	1.2118	Up	0.0001
Mbd4	X48H - S48H	2.175	Up	0.0001
Klf6	X48H - S48H	1.7131	Up	0.0001
Pold1	X48H - S48H	1.6171	Up	0.0001
Fktn	X48H - S48H	1.0045	Up	0.0001
Cenpf	X48H - S48H	7.0321	Up	0.0001
Fancg	X48H - S48H	1.3743	Up	0.0001
Hal	X48H - S48H	-1.2519	Down	0.0001
Amn	X48H - S48H	13.0233	Up	0.0001
Cav2	X48H - S48H	1.7356	Up	0.0001
Ap4e1	X48H - S48H	1.0313	Up	0.0001
Ccdc18	X48H - S48H	6.0903	Up	0.0001
Pla2g15	X48H - S48H	1.1866	Up	0.0001
Ccnb1	X48H - S48H	8.3998	Up	0.0001
Ostc	X48H - S48H	1.1282	Up	0.0001
Ccnf	X48H - S48H	1.3081	Up	0.0001
Dph2	X48H - S48H	1.1156	Up	0.0001
Icosl	X48H - S48H	2.4486	Up	0.0001
Mfge8	X48H - S48H	1.2406	Up	0.0001
Hn1l	X48H - S48H	1.3402	Up	0.0001
Rhoc	X48H - S48H	1.4169	Up	0.0001
Gm15583	X48H - S48H	1.2487	Up	0.0001
Gm11973	X48H - S48H	-8.7988	Down	0.0001
A930041C12Rik	X48H - S48H	-6.8895	Down	0.0001
Prc1	X48H - S48H	7.665	Up	0.0001
Cdc6	X48H - S48H	4.8777	Up	0.0001
Plp2	X48H - S48H	1.8063	Up	0.0001
2410089E03Rik	X48H - S48H	1.0249	Up	0.0001
Btg3	X48H - S48H	1.6554	Up	0.0001
Nhej1	X48H - S48H	1.1637	Up	0.0001
Gm12355	X48H - S48H	1.1474	Up	0.0001
Rpgrip1l	X48H - S48H	1.1381	Up	0.0001
Syngr4	X48H - S48H	13.6637	Up	0.0001
Kif14	X48H - S48H	9.8015	Up	0.0001
Vrk2	X48H - S48H	1.0041	Up	0.0001
Ltk	X48H - S48H	7.8022	Up	0.0001
Fkbp14	X48H - S48H	1.0097	Up	0.0001
Tgm2	X48H - S48H	1.2887	Up	0.0001
Tmem136	X48H - S48H	2.1925	Up	0.0001
Ltbp2	X48H - S48H	2.3361	Up	0.0001
Piga	X48H - S48H	1.4469	Up	0.0001
2310008H04Rik	X48H - S48H	1.1047	Up	0.0001
Alas2	X48H - S48H	-1.2443	Down	0.0001
AW554918	X48H - S48H	1.2866	Up	0.0001
Loxl2	X48H - S48H	2.0494	Up	0.0001
Kif4	X48H - S48H	6.5707	Up	0.0001
Parm1	X48H - S48H	2.515	Up	0.0001
Fkbp10	X48H - S48H	1.8963	Up	0.0001
Atp8b2	X48H - S48H	1.3885	Up	0.0001
Gas8	X48H - S48H	1.0686	Up	0.0001
Tmem53	X48H - S48H	1.167	Up	0.0002
Stx2	X48H - S48H	1.0508	Up	0.0002
Fut10	X48H - S48H	2.0557	Up	0.0002
Ace3	X48H - S48H	-5.5791	Down	0.0002
Cep290	X48H - S48H	1.1262	Up	0.0002
Ckap2l	X48H - S48H	7.8425	Up	0.0002
Tagap1	X48H - S48H	1.1034	Up	0.0002
Gm10557	X48H - S48H	1.0462	Up	0.0002
Gm6363	X48H - S48H	1.1278	Up	0.0002
Slc13a2	X48H - S48H	-4.544	Down	0.0002
Ppapdc1b	X48H - S48H	1.3049	Up	0.0002
Ccdc158	X48H - S48H	2.2499	Up	0.0002
Dem1	X48H - S48H	1.0624	Up	0.0002
Cyp4b1	X48H - S48H	-1.5206	Down	0.0002
Rfc3	X48H - S48H	1.1911	Up	0.0002
Atad5	X48H - S48H	1.5297	Up	0.0002
Tmem14a	X48H - S48H	-1.2691	Down	0.0002
A930001N09Rik	X48H - S48H	-1.1225	Down	0.0002
Zfp101	X48H - S48H	1.1745	Up	0.0002
Lepre1	X48H - S48H	1.3621	Up	0.0002
Gm12397	X48H - S48H	1.3355	Up	0.0002
E2f8	X48H - S48H	1.9189	Up	0.0002
Gm6553	X48H - S48H	-9.0307	Down	0.0002
Cep70	X48H - S48H	1.5172	Up	0.0002
Fbxl20	X48H - S48H	-1.01	Down	0.0002
Anxa2	X48H - S48H	1.9302	Up	0.0002
Gm7334	X48H - S48H	1.628	Up	0.0002
Ube2u	X48H - S48H	1.3952	Up	0.0002
Arhgap44	X48H - S48H	1.7636	Up	0.0002
Apoa4	X48H - S48H	2.1344	Up	0.0002
Upp2	X48H - S48H	-2.3511	Down	0.0002
Col4a5	X48H - S48H	1.6711	Up	0.0002
Mlkl	X48H - S48H	1.3321	Up	0.0002
Col1a2	X48H - S48H	2.163	Up	0.0002
Mterfd3	X48H - S48H	1.5557	Up	0.0002
Fblim1	X48H - S48H	1.9643	Up	0.0002
Bbs7	X48H - S48H	1.0818	Up	0.0002
Zfp13	X48H - S48H	1.9391	Up	0.0002
BC048355	X48H - S48H	1.2571	Up	0.0002
Gm15441	X48H - S48H	8.4885	Up	0.0002
Ikbip	X48H - S48H	1.3527	Up	0.0003
Col5a2	X48H - S48H	2.1838	Up	0.0003
Col3a1	X48H - S48H	2.3187	Up	0.0003
Ccne2	X48H - S48H	2.1373	Up	0.0003
Ces1e	X48H - S48H	-1.1402	Down	0.0003
Col4a1	X48H - S48H	1.2899	Up	0.0003
Pole2	X48H - S48H	3.0302	Up	0.0003
Pax6	X48H - S48H	6.5216	Up	0.0003
Agap2	X48H - S48H	1.8117	Up	0.0003
Wdr52	X48H - S48H	11.0287	Up	0.0003
Slc17a9	X48H - S48H	1.5258	Up	0.0003
Armcx3	X48H - S48H	1.2415	Up	0.0003
Tead2	X48H - S48H	1.6966	Up	0.0003
Osmr	X48H - S48H	1.562	Up	0.0003
Emilin1	X48H - S48H	1.1629	Up	0.0003
Ucn2	X48H - S48H	5.746	Up	0.0003
Zik1	X48H - S48H	2.212	Up	0.0003
Ncapg	X48H - S48H	7.4514	Up	0.0003
Fam83d	X48H - S48H	7.0043	Up	0.0003
Cd9	X48H - S48H	1.0311	Up	0.0003
Fabp2	X48H - S48H	1.2868	Up	0.0003
Uhrf1	X48H - S48H	4.834	Up	0.0003
Jub	X48H - S48H	1.3937	Up	0.0003
Dynlt1-ps1	X48H - S48H	1.2463	Up	0.0003
Jrk	X48H - S48H	1.5023	Up	0.0003
Gm6939	X48H - S48H	1.1739	Up	0.0003
Gm15443	X48H - S48H	1.2052	Up	0.0004
Cerk	X48H - S48H	1.4679	Up	0.0004
Mup-ps9	X48H - S48H	-2.476	Down	0.0004
Bhlhb9	X48H - S48H	1.5475	Up	0.0004
Prr22	X48H - S48H	7.3828	Up	0.0004
Gm5919	X48H - S48H	7.77	Up	0.0004
Actg-ps1	X48H - S48H	1.9937	Up	0.0004
Lmcd1	X48H - S48H	4.5074	Up	0.0004
Cntln	X48H - S48H	1.8382	Up	0.0004
4930520O04Rik	X48H - S48H	10.7057	Up	0.0004
Bmper	X48H - S48H	3.0017	Up	0.0004
Macrod2	X48H - S48H	1.0158	Up	0.0004
Afp	X48H - S48H	2.5998	Up	0.0004
Epb4.1l2	X48H - S48H	1.0349	Up	0.0004
Cd248	X48H - S48H	2.0578	Up	0.0004
Reg3b	X48H - S48H	10.8994	Up	0.0004
Cntnap1	X48H - S48H	2.2763	Up	0.0004
Pot1b	X48H - S48H	1.1866	Up	0.0004
Cep97	X48H - S48H	1.0614	Up	0.0004
Metrn	X48H - S48H	1.0269	Up	0.0004
Ctps	X48H - S48H	1.272	Up	0.0004
Ica1	X48H - S48H	1.6843	Up	0.0004
Lsm11	X48H - S48H	1.0278	Up	0.0004
Rasa3	X48H - S48H	1.149	Up	0.0004
Zan	X48H - S48H	7.2457	Up	0.0004
Serpina4-ps1	X48H - S48H	-3.4366	Down	0.0004
Car11	X48H - S48H	-6.2616	Down	0.0005
Myo7b	X48H - S48H	8.1735	Up	0.0005
Mir300	X48H - S48H	-4.451	Down	0.0005
AC124745.1	X48H - S48H	-4.3062	Down	0.0005
Mir1932	X48H - S48H	-4.2185	Down	0.0005
Gm15743	X48H - S48H	-3.9128	Down	0.0005
Ighv1-63	X48H - S48H	-3.7838	Down	0.0005
Igkv4-71	X48H - S48H	-3.6593	Down	0.0005
Gm16235	X48H - S48H	-3.6333	Down	0.0005
Gm12652	X48H - S48H	-3.5824	Down	0.0005
A530021J07Rik	X48H - S48H	-3.4849	Down	0.0005
Gm11779	X48H - S48H	-3.4279	Down	0.0005
1700090G07Rik	X48H - S48H	-3.3685	Down	0.0005
Gm16242	X48H - S48H	-3.3458	Down	0.0005
Gm12157	X48H - S48H	-3.2007	Down	0.0005
Kcnj13	X48H - S48H	-3.1659	Down	0.0005
Prss29	X48H - S48H	-3.1522	Down	0.0005
Gm13187	X48H - S48H	-3.0705	Down	0.0005
Lrrc30	X48H - S48H	-2.9598	Down	0.0005
BC053393	X48H - S48H	-2.9431	Down	0.0005
Gm10729	X48H - S48H	-2.928	Down	0.0005
Myf5	X48H - S48H	-2.8786	Down	0.0005
Klk1b9	X48H - S48H	-2.8201	Down	0.0005
Xkr7	X48H - S48H	-2.7523	Down	0.0005
Gm1305	X48H - S48H	-2.6865	Down	0.0005
Gm17509	X48H - S48H	-2.6464	Down	0.0005
Gm17629	X48H - S48H	-2.6146	Down	0.0005
Duox1	X48H - S48H	-2.4344	Down	0.0005
Gm9427	X48H - S48H	-2.3826	Down	0.0005
Syt2	X48H - S48H	-2.3563	Down	0.0005
Gm2892	X48H - S48H	-2.3406	Down	0.0005
Gm831	X48H - S48H	-2.339	Down	0.0005
St18	X48H - S48H	-2.3344	Down	0.0005
Gm2882	X48H - S48H	-2.2976	Down	0.0005
Gm14349	X48H - S48H	-2.2271	Down	0.0005
Gm2790	X48H - S48H	-2.171	Down	0.0005
Gm2864	X48H - S48H	-2.171	Down	0.0005
Crx	X48H - S48H	-1.9123	Down	0.0005
Tmc2	X48H - S48H	-1.5188	Down	0.0005
Kcnb2	X48H - S48H	-1.2791	Down	0.0005
Prelid2	X48H - S48H	2.1755	Up	0.0005
Pif1	X48H - S48H	10.7989	Up	0.0005
Sparc	X48H - S48H	1.1775	Up	0.0005
Ankrd32	X48H - S48H	1.1174	Up	0.0005
Car1	X48H - S48H	-6.1284	Down	0.0005
Gm8399	X48H - S48H	1.8617	Up	0.0005
Zfp760	X48H - S48H	1.1436	Up	0.0005
Stil	X48H - S48H	6.093	Up	0.0005
Plvap	X48H - S48H	1.0077	Up	0.0005
Nudt7	X48H - S48H	-1.5138	Down	0.0005
Pign	X48H - S48H	1.0296	Up	0.0005
B4galt5	X48H - S48H	1.1667	Up	0.0005
Klk1b4	X48H - S48H	-1.7385	Down	0.0005
Col27a1	X48H - S48H	-1.8459	Down	0.0005
4933427D14Rik	X48H - S48H	1.0211	Up	0.0005
Iqgap1	X48H - S48H	1.103	Up	0.0006
Lrrc51	X48H - S48H	-1.5098	Down	0.0006
Plekhh1	X48H - S48H	2.3782	Up	0.0006
Gm5809	X48H - S48H	1.137	Up	0.0006
Sept5	X48H - S48H	1.7788	Up	0.0006
Lysmd2	X48H - S48H	1.9114	Up	0.0006
Epn3	X48H - S48H	6.0257	Up	0.0006
Fignl1	X48H - S48H	5.6309	Up	0.0006
Gm12891	X48H - S48H	1.9359	Up	0.0006
Hmmr	X48H - S48H	8.2206	Up	0.0006
Mageh1	X48H - S48H	1.1675	Up	0.0006
2210404O09Rik	X48H - S48H	1.3378	Up	0.0006
Fabp4	X48H - S48H	1.5928	Up	0.0007
Ttc26	X48H - S48H	2.1183	Up	0.0007
Aak1	X48H - S48H	1.3168	Up	0.0007
Thbd	X48H - S48H	1.4081	Up	0.0007
2610002D18Rik	X48H - S48H	12.9558	Up	0.0007
Adamts9	X48H - S48H	1.4591	Up	0.0007
Rdh1	X48H - S48H	3.8642	Up	0.0007
Acot2	X48H - S48H	2.2474	Up	0.0007
Cldnd2	X48H - S48H	12.6968	Up	0.0007
Gm14822	X48H - S48H	1.3136	Up	0.0007
Efemp2	X48H - S48H	1.2299	Up	0.0007
Dsg1c	X48H - S48H	-2.3571	Down	0.0007
Mtap2	X48H - S48H	1.8276	Up	0.0007
Csad	X48H - S48H	-1.6093	Down	0.0007
Nsg1	X48H - S48H	1.6275	Up	0.0007
Glipr2	X48H - S48H	2.1885	Up	0.0007
Kctd7	X48H - S48H	1.6373	Up	0.0007
Syt3	X48H - S48H	-1.8691	Down	0.0007
Shf	X48H - S48H	1.3359	Up	0.0007
Adora1	X48H - S48H	1.1539	Up	0.0007
Rph3al	X48H - S48H	1.3119	Up	0.0008
4930578N16Rik	X48H - S48H	3.9266	Up	0.0008
Sept11	X48H - S48H	1.3655	Up	0.0008
Sacs	X48H - S48H	1.5859	Up	0.0008
Serpinh1	X48H - S48H	1.7004	Up	0.0008
Cerkl	X48H - S48H	1.5663	Up	0.0008
SNORA53	X48H - S48H	5.7293	Up	0.0008
Ano6	X48H - S48H	1.0135	Up	0.0008
Gm15246	X48H - S48H	11.4869	Up	0.0008
Gnb1l	X48H - S48H	1.0814	Up	0.0008
Abhd8	X48H - S48H	1.1667	Up	0.0009
Tcf7	X48H - S48H	1.0977	Up	0.0009
Ptpdc1	X48H - S48H	1.2245	Up	0.0009
1500001M20Rik	X48H - S48H	1.1384	Up	0.0009
Wnt9b	X48H - S48H	1.5271	Up	0.0009
Gm6169	X48H - S48H	1.9798	Up	0.0009
Gm10676	X48H - S48H	5.9	Up	0.0009
Gdf10	X48H - S48H	1.2229	Up	0.0009
Tbc1d19	X48H - S48H	1.207	Up	0.0009
Troap	X48H - S48H	12.7499	Up	0.0009
Arhgap8	X48H - S48H	8.8491	Up	0.0009
B130055M24Rik	X48H - S48H	1.718	Up	0.001
AC163694.1	X48H - S48H	1.7871	Up	0.001
Mzf1	X48H - S48H	7.8196	Up	0.001
6330503K22Rik	X48H - S48H	1.1351	Up	0.001
S100a4	X48H - S48H	6.4098	Up	0.001
Thrsp	X48H - S48H	-2.4253	Down	0.001
Wrb	X48H - S48H	1.0671	Up	0.001
Gsg2	X48H - S48H	4.8249	Up	0.001
Igkv4-58	X48H - S48H	-11.3474	Down	0.001
Actg1	X48H - S48H	1.6514	Up	0.001
Ptrh1	X48H - S48H	1.2038	Up	0.001
Dpf1	X48H - S48H	5.978	Up	0.001
Naaladl1	X48H - S48H	9.0365	Up	0.001
Mup-ps2	X48H - S48H	-2.0803	Down	0.001
Lrrc16a	X48H - S48H	-1.0839	Down	0.001
Hgf	X48H - S48H	1.282	Up	0.001
Nsun6	X48H - S48H	1.0106	Up	0.001
Mtmr11	X48H - S48H	2.0891	Up	0.0011
Mpzl1	X48H - S48H	1.218	Up	0.0011
Fam111a	X48H - S48H	1.6355	Up	0.0011
0610008F07Rik	X48H - S48H	-1.797	Down	0.0011
5330426P16Rik	X48H - S48H	1.6844	Up	0.0011
Abcg8	X48H - S48H	-1.1139	Down	0.0011
Dpep2	X48H - S48H	7.5188	Up	0.0011
Otud1	X48H - S48H	1.0301	Up	0.0011
Gm12870	X48H - S48H	9.7289	Up	0.0011
Ankrd26	X48H - S48H	1.0643	Up	0.0012
Matn3	X48H - S48H	5.1387	Up	0.0012
Ddr1	X48H - S48H	1.3118	Up	0.0012
Nck2	X48H - S48H	1.2553	Up	0.0012
2310001H17Rik	X48H - S48H	-1.2489	Down	0.0012
Flna	X48H - S48H	1.1889	Up	0.0012
Abi2	X48H - S48H	1.6023	Up	0.0012
Cyp4a10	X48H - S48H	2.3009	Up	0.0012
Chst12	X48H - S48H	1.4451	Up	0.0012
Dhcr24	X48H - S48H	1.2336	Up	0.0012
Gpx3	X48H - S48H	1.1706	Up	0.0012
Trpm4	X48H - S48H	1.5046	Up	0.0013
Gstm2	X48H - S48H	1.2946	Up	0.0013
Cdca7l	X48H - S48H	3.9699	Up	0.0013
Gm2788	X48H - S48H	-1.4285	Down	0.0013
Spata24	X48H - S48H	1.7117	Up	0.0013
Rpusd1	X48H - S48H	1.1933	Up	0.0013
Fstl1	X48H - S48H	1.4323	Up	0.0013
Gm12715	X48H - S48H	1.6292	Up	0.0013
Aldh18a1	X48H - S48H	2.0416	Up	0.0013
Lrr1	X48H - S48H	11.5553	Up	0.0013
Elovl3	X48H - S48H	-1.9363	Down	0.0013
Gm16344	X48H - S48H	1.9186	Up	0.0013
Ntrk1	X48H - S48H	-8.6397	Down	0.0013
Fv1	X48H - S48H	1.3108	Up	0.0014
Scnn1a	X48H - S48H	-1.0341	Down	0.0014
Pdzrn3	X48H - S48H	1.3148	Up	0.0014
Krt18	X48H - S48H	1.1357	Up	0.0014
Alpl	X48H - S48H	1.3708	Up	0.0014
Nab2	X48H - S48H	1.2544	Up	0.0014
RP23-358B23.3	X48H - S48H	11.3595	Up	0.0014
Pramel	X48H - S48H	5.3974	Up	0.0014
Pdk1	X48H - S48H	-1.0403	Down	0.0014
4930558J18Rik	X48H - S48H	10.6428	Up	0.0014
Slc20a1	X48H - S48H	1.0455	Up	0.0015
1700024N20Rik	X48H - S48H	-8.3088	Down	0.0015
Lgals1	X48H - S48H	1.3852	Up	0.0015
Pcbp3	X48H - S48H	1.6625	Up	0.0015
Abhd2	X48H - S48H	1.1421	Up	0.0015
Neu3	X48H - S48H	1.58	Up	0.0015
Casz1	X48H - S48H	1.4076	Up	0.0015
Phldb1	X48H - S48H	1.2587	Up	0.0015
Krt8	X48H - S48H	1.1349	Up	0.0015
Btbd10	X48H - S48H	1.0214	Up	0.0015
Hist1h2al	X48H - S48H	-1.0729	Down	0.0015
Gm13824	X48H - S48H	-1.204	Down	0.0016
Hspa4l	X48H - S48H	1.0801	Up	0.0016
Agpat9	X48H - S48H	1.4421	Up	0.0016
Plekha7	X48H - S48H	1.0904	Up	0.0016
Mdm4-ps	X48H - S48H	1.1981	Up	0.0016
Rgs16	X48H - S48H	-3.8185	Down	0.0016
Emp1	X48H - S48H	1.9753	Up	0.0017
Mtr	X48H - S48H	1.0403	Up	0.0017
Alms1-ps2	X48H - S48H	1.7568	Up	0.0017
2810455O05Rik	X48H - S48H	11.4185	Up	0.0017
Tcp11l2	X48H - S48H	-1.279	Down	0.0017
Col12a1	X48H - S48H	1.7151	Up	0.0018
Tk1	X48H - S48H	1.3192	Up	0.0018
Crym	X48H - S48H	1.4797	Up	0.0018
Sept12	X48H - S48H	3.6639	Up	0.0018
Mir1898	X48H - S48H	14.4577	Up	0.0018
Ptpn20	X48H - S48H	8.5078	Up	0.0018
Col5a1	X48H - S48H	1.7587	Up	0.0019
4930412L05Rik	X48H - S48H	-5.8817	Down	0.0019
Micalcl	X48H - S48H	1.1821	Up	0.0019
C2cd4b	X48H - S48H	-9.4992	Down	0.0019
Ccdc88a	X48H - S48H	1.622	Up	0.0019
Fancd2	X48H - S48H	5.4434	Up	0.0019
Nsl1	X48H - S48H	5.5595	Up	0.0019
Psat1	X48H - S48H	2.3961	Up	0.002
Lmln	X48H - S48H	1.1265	Up	0.002
Gja4	X48H - S48H	1.267	Up	0.0021
1700037C18Rik	X48H - S48H	1.6201	Up	0.0021
Gm13775	X48H - S48H	-2.065	Down	0.0021
Mtnr1a	X48H - S48H	4.1286	Up	0.0022
Nmbr	X48H - S48H	9.6923	Up	0.0022
Grhl1	X48H - S48H	2.0544	Up	0.0022
Slc37a2	X48H - S48H	1.5831	Up	0.0022
Gpr124	X48H - S48H	1.097	Up	0.0022
Pkdrej	X48H - S48H	8.1807	Up	0.0022
2810007J24Rik	X48H - S48H	-1.4817	Down	0.0023
Rhbdf1	X48H - S48H	1.0736	Up	0.0023
Gemin8	X48H - S48H	1.2558	Up	0.0023
